weather_id,airport_id,date_time,temperature,precipitation,wind_speed,visibility,conditions
1803,36,9/20/2023 10:13,3.34,3.55,33.72,1.64,Clear
1804,38,6/26/2023 20:50,34.31,4.01,13.19,1.46,Rainy
1805,28,9/28/2023 17:13,29.3,0.54,42.91,0.36,Cloudy
1806,9,6/28/2023 18:09,-4.67,1.83,2.83,3.08,Cloudy
1807,8,11/18/2023 1:43,34.57,0.48,20.1,0.56,Thunderstorm
1808,34,1/5/2023 23:44,-3.57,0.19,17.98,2.32,Rainy
1809,36,7/8/2023 0:35,2.48,1.01,23.28,2.56,Rainy
1810,48,3/7/2023 2:10,-5.33,3.14,31.26,9.24,Snowy
1811,25,1/1/2023 20:06,18.9,1.2,30.33,6.2,Thunderstorm
1812,29,6/21/2023 20:42,20.65,3.41,19.29,6.48,Snowy
1813,11,6/15/2023 9:28,23.37,3.07,5.75,9.53,Cloudy
1814,33,4/29/2023 14:13,28.71,0.37,42.99,7.73,Thunderstorm
1815,38,2/28/2023 9:24,-1.27,4.74,39.75,6.09,Thunderstorm
1816,38,5/3/2023 19:51,27.55,4.17,41.68,2.29,Clear
1817,16,5/18/2023 14:29,32.04,3.73,38.54,7.78,Snowy
1818,50,6/11/2023 23:03,7.63,1.06,27.63,3.06,Cloudy
1819,23,12/5/2023 8:58,31.42,2.93,4.33,8.22,Thunderstorm
1820,39,7/19/2023 12:07,6.35,1.77,31.71,6.66,Rainy
1821,20,9/23/2023 10:23,36.9,0.08,47.88,7.02,Cloudy
1822,20,10/24/2023 3:03,27.61,4.79,34.49,9.35,Thunderstorm
1823,40,4/24/2023 22:55,-2.1,2.83,8.87,3.51,Clear
1824,48,7/23/2023 13:17,20.63,2.2,36.38,1.4,Thunderstorm
1825,39,5/2/2023 17:26,0.16,2.91,29.91,9.53,Clear
1826,6,6/11/2023 3:01,10.98,4.47,14.66,6.6,Thunderstorm
1827,5,3/6/2023 13:31,27.66,2.41,44.62,3.95,Clear
1828,10,12/22/2023 17:06,11.38,0.8,30.85,3.71,Cloudy
1829,24,5/30/2023 7:43,-6.64,3.11,29.93,6.36,Snowy
1830,45,2/20/2023 23:31,7.92,1.07,29.86,4.21,Cloudy
1831,29,1/14/2023 18:30,29.89,4.05,38.75,8.94,Clear
1832,25,3/25/2023 18:56,-1.79,2.18,33.6,8.61,Rainy
1833,14,6/22/2023 22:59,22.98,0.44,45.67,3.11,Cloudy
1834,7,10/21/2023 7:38,-9.28,1.44,18.51,6.51,Snowy
1835,3,1/10/2023 14:54,35.13,1.29,12.74,5.57,Clear
1836,26,8/14/2023 1:29,30.08,4.19,35.18,0.4,Rainy
1837,5,2/4/2023 2:25,16.56,3.63,18.73,2.44,Rainy
1838,45,11/28/2023 2:18,6.92,2.3,36.21,4.2,Thunderstorm
1839,26,2/2/2023 4:18,10.97,0.14,46.63,7.48,Rainy
1840,38,12/29/2023 11:04,8.97,2.35,27.39,4.95,Rainy
1841,17,3/1/2023 20:17,6.42,2.48,13.38,7.96,Clear
1842,3,1/24/2023 10:52,4.09,0.16,4.83,2.02,Cloudy
1843,44,5/28/2023 5:06,34.22,2.1,12.63,8.5,Clear
1844,22,10/2/2023 17:33,-6,0.18,16.58,6.33,Rainy
1845,20,1/22/2023 5:19,-8.76,1.51,43.06,9.88,Clear
1846,30,10/21/2023 19:22,34.1,4.95,34.32,1.5,Rainy
1847,27,12/18/2023 20:15,29.49,0.89,8.72,7.78,Cloudy
1848,15,6/9/2023 3:25,16.29,4.98,17.14,7.8,Clear
1849,18,7/20/2023 4:16,28.8,3.83,19.29,5.94,Clear
1850,26,4/3/2023 21:26,17.61,4.14,19.63,9.32,Snowy
1851,48,6/22/2023 22:45,38.76,0.43,4.12,7.99,Snowy
1852,28,1/18/2023 19:55,4.85,0.81,22.01,3.23,Snowy
1853,26,2/24/2023 12:05,12.92,2.39,13.65,7.73,Snowy
1854,26,1/20/2023 9:45,9.59,3.97,13.15,3.95,Rainy
1855,40,12/25/2023 16:49,26.73,2.02,27.35,7.78,Thunderstorm
1856,45,5/13/2023 12:46,17.96,3.13,31.97,9.46,Rainy
1857,17,5/30/2023 13:02,16.94,2.46,19.68,0.68,Rainy
1858,1,7/13/2023 19:47,-1.88,2.75,6.23,7.34,Rainy
1859,3,1/1/2023 14:57,7.93,2.89,28.13,2.12,Snowy
1860,34,10/24/2023 20:27,31.99,2.75,40.08,3.97,Cloudy
1861,27,8/10/2023 10:16,24.19,2.11,25.79,2.77,Clear
1862,12,5/23/2023 14:11,26.26,3.7,36.39,6.56,Snowy
1863,50,2/5/2023 3:51,14.02,1.11,32.19,1.18,Cloudy
1864,7,9/7/2023 12:10,-7.88,4.6,19.68,1.49,Thunderstorm
1865,8,3/29/2023 12:38,2.93,1.23,3.72,1.91,Cloudy
1866,4,4/28/2023 10:11,35.96,4.11,27.61,7.86,Thunderstorm
1867,42,6/28/2023 14:39,12.56,1.34,44.74,0.96,Rainy
1868,1,6/12/2023 14:09,29.73,0.43,7.18,4.04,Snowy
1869,11,8/27/2023 7:46,7.39,1.8,47,7.57,Clear
1870,22,2/18/2023 17:05,38.28,1.1,2.46,6.57,Clear
1871,41,10/25/2023 1:11,0.32,4.04,43.43,1.63,Rainy
1872,46,11/10/2023 8:19,8.05,2.37,45.98,4.07,Cloudy
1873,49,8/29/2023 17:19,28.99,2.4,12.94,7.7,Cloudy
1874,38,8/22/2023 19:30,16.56,0.96,2.13,3.3,Snowy
1875,28,5/5/2023 4:45,26.04,4.43,26.97,0.23,Rainy
1876,43,2/7/2023 21:43,18.14,2.13,0.32,4.78,Snowy
1877,33,4/28/2023 9:33,22.95,2.82,8.69,3.64,Snowy
1878,27,3/1/2023 2:12,-7.55,1.04,12,1.77,Snowy
1879,19,11/28/2023 2:13,-7.34,1.73,17.84,3.98,Clear
1880,39,12/23/2023 16:29,7.18,4.86,8.87,0.67,Rainy
1881,16,7/23/2023 21:08,31.03,0.57,39.61,3.97,Rainy
1882,49,2/17/2023 7:53,13.9,1.4,26.11,3.18,Snowy
1883,48,3/30/2023 10:23,12,3.74,31.95,0.15,Rainy
1884,17,4/19/2023 8:58,-5.51,1.32,3.92,1.34,Cloudy
1885,35,5/5/2023 0:51,1.21,2.88,9.48,1.45,Rainy
1886,33,3/22/2023 9:50,-9.69,2.19,14.06,2.85,Clear
1887,42,6/2/2023 18:15,14.09,1.98,15.36,1.41,Snowy
1888,11,9/14/2023 6:18,-3.72,1.51,14.95,4.46,Rainy
1889,18,8/11/2023 3:48,18.44,4.63,30.74,3.58,Rainy
1890,27,8/13/2023 8:38,10.33,2.5,22.78,8.98,Snowy
1891,48,3/4/2023 3:13,26.64,3.76,13.6,1.49,Thunderstorm
1892,24,11/13/2023 5:43,-8.55,3.01,11,0.7,Cloudy
1893,2,12/9/2023 3:31,22.85,4.68,32.93,4.53,Snowy
1894,16,10/11/2023 18:46,22.56,1.4,8.19,2.1,Thunderstorm
1895,39,12/1/2023 12:33,25.83,2.44,33.05,2.11,Thunderstorm
1896,47,1/23/2023 8:40,-2.41,2.31,1.98,3.58,Clear
1897,45,11/20/2023 16:58,16.28,2.12,0.22,5.79,Cloudy
1898,46,11/5/2023 19:00,-0.85,1.46,38.25,6.46,Thunderstorm
1899,36,2/12/2023 19:04,25.13,4.61,25.4,8.68,Clear
1900,42,2/7/2023 4:08,8.15,3.08,12.31,7.3,Snowy
1901,22,8/21/2023 17:33,17.2,2.99,18.9,7.69,Thunderstorm
1902,9,9/16/2023 2:23,29.29,3.58,32.41,3.03,Thunderstorm
1903,43,7/9/2023 1:21,-3.45,0.15,10.36,2.67,Thunderstorm
1904,35,5/19/2023 12:10,-1.85,0.57,21.7,9.29,Rainy
1905,50,11/29/2023 15:06,-2.11,0.1,11.37,0.51,Rainy
1906,44,5/14/2023 9:19,-0.31,1.52,12.41,3.19,Cloudy
1907,41,10/5/2023 10:01,5.44,2.11,18.49,3.3,Thunderstorm
1908,18,1/21/2023 11:16,7.43,0.12,27.47,9.85,Cloudy
1909,9,10/21/2023 0:33,10.18,3.76,23.83,4.78,Rainy
1910,30,7/27/2023 8:23,27.65,3.35,4.24,2.93,Snowy
1911,31,1/15/2023 8:28,1.02,0.6,32.94,9.15,Snowy
1912,26,5/14/2023 8:22,9.64,4.24,9.44,5.39,Cloudy
1913,16,9/11/2023 6:38,-9.22,3.59,23.88,4.61,Snowy
1914,17,2/6/2023 8:00,-2.75,3.71,41.22,0.88,Cloudy
1915,15,7/23/2023 7:35,33.12,0.08,29.56,8.12,Cloudy
1916,10,8/2/2023 12:37,3.65,1.01,5.81,2.65,Clear
1917,47,6/1/2023 8:49,5.74,1.1,4.31,8.4,Cloudy
1918,3,3/25/2023 0:44,-0.6,0.76,6.12,6.8,Snowy
1919,14,7/10/2023 3:51,15.29,2.69,7.13,0.3,Thunderstorm
1920,42,6/3/2023 21:54,34.87,0.16,2.92,2.84,Rainy
1921,30,6/7/2023 12:43,37.65,4.62,3.05,3.41,Rainy
1922,40,2/8/2023 10:06,-0.35,1.66,42.12,7.44,Clear
1923,38,5/12/2023 20:24,-7.79,3.55,11.49,4.22,Thunderstorm
1924,25,7/10/2023 5:32,-9.76,3.84,21.74,9.63,Thunderstorm
1925,42,4/22/2023 7:28,10.91,1.12,36.11,7.44,Snowy
1926,45,7/29/2023 3:37,27.35,4.73,6.03,7.32,Rainy
1927,32,4/29/2023 1:45,26.09,3.76,23.88,1.33,Cloudy
1928,6,5/10/2023 0:14,14.14,1.84,49.3,7.1,Snowy
1929,26,7/31/2023 10:19,36.3,1.11,11.9,2.88,Thunderstorm
1930,21,11/10/2023 20:21,18.86,1.33,32.14,6.35,Cloudy
1931,11,3/2/2023 6:54,18.63,1.99,17.6,8.56,Thunderstorm
1932,1,12/7/2023 7:10,14.24,4.57,43.96,6.27,Snowy
1933,15,8/3/2023 8:58,29.66,4.3,23.31,3.39,Clear
1934,20,1/4/2023 2:58,26.89,0.13,42.7,5.95,Thunderstorm
1935,31,10/28/2023 4:04,6.64,0.98,45.71,7.45,Rainy
1936,1,9/5/2023 5:41,28.74,3.29,41.79,6.05,Rainy
1937,20,11/24/2023 12:47,15.18,1.62,10.31,9.25,Snowy
1938,24,6/1/2023 7:52,-3.37,2.07,15.83,5.63,Thunderstorm
1939,1,5/27/2023 11:48,-7.01,4.84,35.9,3.75,Cloudy
1940,31,10/1/2023 2:24,-3.22,0.53,13.36,3.88,Thunderstorm
1941,28,8/30/2023 22:22,21.31,1.22,24.72,8.1,Thunderstorm
1942,50,5/13/2023 16:43,24.52,4.72,1.76,3.96,Thunderstorm
1943,3,12/21/2023 9:01,3.07,1.83,31.58,0.9,Cloudy
1944,41,3/3/2023 23:34,-4.74,2.89,29.78,6.24,Rainy
1945,20,11/19/2023 19:05,33.6,0.52,25.09,2.11,Rainy
1946,33,4/25/2023 10:40,8.06,0.44,38.53,7.9,Thunderstorm
1947,48,6/21/2023 4:41,33.48,2.5,0.05,4.41,Thunderstorm
1948,45,4/3/2023 17:40,39.71,3.04,41.55,8.21,Snowy
1949,9,3/24/2023 12:15,6.63,2.06,31.69,2.86,Clear
1950,3,9/7/2023 10:14,30.34,3.95,44.33,9.47,Snowy
1951,28,3/29/2023 14:11,2.68,0.4,31.46,0.98,Thunderstorm
1952,4,3/27/2023 22:50,24.11,3.46,48.45,1.74,Snowy
1953,39,4/18/2023 15:11,-1.3,4.27,32.69,6.65,Clear
1954,49,11/26/2023 22:32,-8.21,3.02,25.68,0.55,Clear
1955,48,10/24/2023 21:21,19.7,0.67,13.77,1.88,Snowy
1956,2,11/12/2023 0:36,7.9,0.7,22.04,3.33,Snowy
1957,22,4/21/2023 8:28,4.84,2.27,7.13,2.07,Cloudy
1958,7,2/23/2023 7:15,32.39,0.59,12.15,3.53,Cloudy
1959,35,2/7/2023 13:18,-7.11,3.36,43.48,7.17,Thunderstorm
1960,1,10/4/2023 1:05,18.63,4.38,37.22,3.69,Rainy
1961,25,12/15/2023 17:11,3.61,0.13,22.68,5.8,Clear
1962,15,1/12/2023 4:43,-4.98,1.49,3.05,2.7,Rainy
1963,37,5/30/2023 12:50,15.86,1.02,12.14,2.43,Thunderstorm
1964,14,1/12/2023 9:18,0.27,1.04,32.8,5.89,Clear
1965,37,8/15/2023 14:38,11.07,1.04,40.08,3.5,Snowy
1966,49,10/27/2023 6:15,7.93,1.48,39.12,9.66,Rainy
1967,10,8/31/2023 22:42,28.3,4.53,34.68,9.39,Snowy
1968,27,6/8/2023 23:14,15.89,1.45,11.8,2.03,Thunderstorm
1969,48,7/1/2023 19:03,4.16,0.3,39.27,6.38,Cloudy
1970,24,9/29/2023 22:52,27.58,4.54,3.58,8.19,Clear
1971,17,10/30/2023 6:48,27.2,3.85,44.9,5.03,Cloudy
1972,42,3/30/2023 23:28,-5.68,4.76,13.5,6.99,Clear
1973,2,11/6/2023 15:40,-4.26,4.42,2.62,5.79,Snowy
1974,43,5/9/2023 8:31,25,2.98,47.6,2.01,Snowy
1975,9,7/3/2023 18:43,24.61,2.64,36.79,1.55,Cloudy
1976,34,4/23/2023 21:56,12.5,4.55,24.32,9.86,Snowy
1977,31,4/23/2023 6:31,29.27,1.58,1.4,3.33,Cloudy
1978,6,6/20/2023 1:46,16.82,4.86,1.05,2.36,Clear
1979,30,12/2/2023 12:12,10.66,1.3,34.41,1.45,Clear
1980,49,2/22/2023 6:50,24.68,2.17,1.68,7.88,Thunderstorm
1981,28,10/12/2023 9:50,-0.18,3.59,1.02,4.34,Cloudy
1982,50,3/16/2023 8:29,8.53,1.67,44.84,6.15,Thunderstorm
1983,47,1/12/2023 18:25,32.4,0.37,36.47,8.84,Clear
1984,14,5/10/2023 16:19,22.32,2.24,36.66,7.62,Thunderstorm
1985,12,6/14/2023 17:02,10.48,2.99,19.91,8.23,Cloudy
1986,36,10/20/2023 5:09,25.47,3.19,38.26,6.22,Thunderstorm
1987,22,12/18/2023 5:30,15.78,2.58,10.62,5.09,Snowy
1988,37,6/25/2023 20:00,-8.86,2.39,11.91,7.23,Snowy
1989,14,8/24/2023 6:59,16.46,2.07,34.96,7.51,Thunderstorm
1990,17,12/25/2023 3:33,23.94,4.57,44.99,5.38,Snowy
1991,50,8/8/2023 11:13,7.67,1.77,1.88,0.33,Snowy
1992,38,3/27/2023 23:25,13,1.7,38.47,1.69,Snowy
1993,31,1/27/2023 2:22,-0.48,3.24,1.34,6.18,Rainy
1994,21,3/30/2023 19:07,25.21,1.64,36.73,0.38,Thunderstorm
1995,8,7/23/2023 23:57,14.31,0.45,44.03,3.57,Clear
1996,37,8/7/2023 4:59,-6.44,4.02,18.52,4.06,Rainy
1997,41,1/20/2023 8:09,-4.48,3.36,45.64,8.32,Snowy
1998,7,1/2/2023 12:30,-7.76,3.07,10.5,8,Rainy
1999,42,10/30/2023 18:35,-5.43,4.5,42.77,8.78,Thunderstorm
2000,34,6/19/2023 17:03,11.97,0.45,27.09,7.95,Rainy
2001,18,6/4/2023 21:08,19.07,1.52,5.74,3.99,Cloudy
2002,31,8/5/2023 0:32,11.05,0.45,39.86,5.35,Cloudy
2003,11,9/26/2023 11:19,2.01,0.16,36.99,5.93,Snowy
2004,16,12/6/2023 17:06,36.12,4.05,15.19,2.76,Snowy
2005,48,10/30/2023 1:25,36.42,3.99,41.68,9.23,Snowy
2006,41,7/27/2023 15:20,21.48,0.9,44.96,5.37,Rainy
2007,22,5/29/2023 6:42,32.72,4.94,16.02,2.16,Thunderstorm
2008,25,11/25/2023 20:32,33,4.43,34.54,5.99,Thunderstorm
2009,12,2/16/2023 12:21,21.81,0.23,48.34,1.8,Clear
2010,49,7/21/2023 4:48,38.53,3.49,4.09,9.07,Snowy
2011,29,5/13/2023 7:46,37.8,3.42,46.32,4.17,Thunderstorm
2012,8,2/3/2023 15:48,18.66,0.7,47.31,9.96,Thunderstorm
2013,38,4/9/2023 2:20,-8.24,1.89,16.59,7.2,Cloudy
2014,22,9/17/2023 17:40,35.05,2.81,0.08,1.92,Thunderstorm
2015,28,4/5/2023 0:36,26.99,0.94,27.29,8.77,Rainy
2016,21,11/30/2023 10:17,36.28,3.37,5.27,0.3,Clear
2017,11,10/12/2023 5:26,12.14,2.22,38.1,8.77,Thunderstorm
2018,20,11/21/2023 23:11,6.81,0.98,37.13,4.48,Cloudy
2019,28,12/17/2023 8:29,38.29,4.02,35.8,7.77,Rainy
2020,4,1/26/2023 10:09,-1.11,4.78,0.89,7.43,Rainy
2021,13,9/20/2023 20:00,39.17,2.04,46.76,1.22,Snowy
2022,43,11/22/2023 17:50,25.5,0.78,7.83,3.59,Rainy
2023,35,4/23/2023 18:16,26.95,2.43,22.94,2.51,Thunderstorm
2024,6,10/8/2023 12:37,15.87,0.21,24.48,5.2,Clear
2025,40,12/28/2023 17:18,-7.37,0.62,9.11,6.86,Snowy
2026,11,2/2/2023 7:41,-1.85,3.88,33.7,2.86,Rainy
2027,20,2/11/2023 11:08,37.74,3.62,30.53,9.82,Cloudy
2028,35,11/12/2023 5:31,30.29,3.76,48.37,0.17,Snowy
2029,11,10/31/2023 23:07,28.31,0.3,24.13,1.2,Snowy
2030,17,8/3/2023 17:10,-6.38,3.32,34.25,6.92,Rainy
2031,19,8/18/2023 2:39,18.78,4.02,11.29,6.26,Rainy
2032,4,7/12/2023 22:24,18.17,2.85,27.09,4.52,Clear
2033,50,9/4/2023 16:11,39.73,3.99,7.88,7.62,Rainy
2034,12,1/17/2023 13:36,22.78,3.2,17.1,7.3,Clear
2035,19,6/7/2023 1:03,-3.01,3.04,11.61,2.62,Thunderstorm
2036,13,8/21/2023 5:12,-3.78,0.33,22.01,7.05,Cloudy
2037,9,8/28/2023 17:39,11.61,1.22,49.93,6.87,Cloudy
2038,7,6/18/2023 20:36,22,2.78,19.15,0.58,Snowy
2039,37,4/7/2023 12:40,0.77,2.4,32.24,1.13,Thunderstorm
2040,22,8/4/2023 20:07,35.92,1.76,38.25,1.78,Cloudy
2041,42,4/27/2023 8:51,-4.88,2.64,18.24,7.86,Thunderstorm
2042,8,11/5/2023 7:42,26.95,0.18,43.56,5.95,Cloudy
2043,23,11/7/2023 7:53,-3.2,0.89,30.45,6.86,Clear
2044,41,7/23/2023 15:08,2.07,2.8,21.57,7.35,Snowy
2045,11,11/20/2023 23:06,-1.95,3.42,39.97,0.4,Clear
2046,19,4/18/2023 21:52,7.49,2.24,3.48,8.56,Clear
2047,7,2/7/2023 3:20,5.43,1.35,47.16,1.58,Clear
2048,26,9/24/2023 5:22,-0.25,2.2,25.09,6.22,Rainy
2049,16,1/21/2023 21:16,21.51,2.4,28.07,6.32,Cloudy
2050,40,3/5/2023 6:50,5.94,0.21,20.44,5.63,Thunderstorm
2051,23,8/5/2023 19:31,-1.02,0.88,49.23,9.33,Clear
2052,37,9/26/2023 10:16,25.74,4.99,28.16,7.89,Snowy
2053,31,9/22/2023 6:38,-1.23,4.5,16.5,4.23,Thunderstorm
2054,22,4/9/2023 13:56,12.2,0.96,32.49,0.83,Rainy
2055,49,11/7/2023 12:39,-8.41,3,24.33,4.26,Clear
2056,30,6/8/2023 8:54,-7.62,2.48,34.18,8.95,Thunderstorm
2057,29,5/2/2023 16:07,27.59,1.47,25.73,5.41,Clear
2058,20,12/8/2023 17:17,15.87,4.93,11.51,4.92,Cloudy
2059,30,2/24/2023 17:22,-3.11,0.53,18.72,3.6,Snowy
2060,37,11/6/2023 11:24,27.59,3.06,17.29,9.66,Snowy
2061,31,12/4/2023 13:15,9.4,1.81,46.74,8.21,Snowy
2062,23,7/5/2023 15:54,-5.72,3.97,25.55,6.08,Rainy
2063,32,9/16/2023 12:12,12.87,4.46,30.32,8.13,Rainy
2064,41,9/16/2023 22:42,22.02,4.3,9.66,7.37,Cloudy
2065,41,10/19/2023 4:04,13.16,2.62,48.71,9.93,Cloudy
2066,23,1/30/2023 2:02,20.2,4.23,11.55,8.25,Clear
2067,24,6/27/2023 23:52,30.73,2.79,20.69,1.3,Cloudy
2068,18,8/26/2023 13:48,19.48,2.6,26.7,7.22,Rainy
2069,3,11/28/2023 19:40,-4.55,1.09,41.83,3.58,Rainy
2070,31,5/9/2023 1:58,-2.56,2.71,13.85,3.68,Thunderstorm
2071,36,8/8/2023 20:38,37.47,0.27,9.47,7.98,Clear
2072,45,7/3/2023 3:14,31.27,1.93,32.56,3.12,Snowy
2073,15,12/12/2023 8:18,12.75,2.66,37.18,9.35,Clear
2074,49,1/21/2023 6:18,26.46,2.19,34.39,1.83,Clear
2075,35,8/5/2023 17:51,18.24,4.97,11.31,6.73,Thunderstorm
2076,9,2/19/2023 3:58,23.34,4.2,17.17,8.34,Thunderstorm
2077,37,6/19/2023 4:45,30.71,1.07,45.59,1.61,Cloudy
2078,26,11/29/2023 11:06,10.07,2.49,6.09,2.57,Cloudy
2079,5,5/18/2023 20:00,34.28,1.56,3.1,2,Cloudy
2080,48,9/27/2023 13:39,5.62,3.36,39.59,0.33,Cloudy
2081,34,1/30/2023 2:40,13.8,0.5,31.98,4.78,Thunderstorm
2082,2,11/29/2023 5:47,37.4,4.78,1.58,5.91,Rainy
2083,49,5/19/2023 21:10,27.38,2.32,31.99,4.17,Snowy
2084,34,4/11/2023 4:26,2.24,3.65,4.39,1.16,Snowy
2085,42,9/6/2023 0:16,1.51,2.12,23.19,5.35,Rainy
2086,25,4/22/2023 23:36,-4.93,0.25,18.72,6.02,Snowy
2087,12,10/16/2023 13:50,39.88,3.05,8.92,4.55,Cloudy
2088,48,3/9/2023 0:50,34.49,0.32,43.4,9.68,Cloudy
2089,14,3/27/2023 13:53,28.64,0.76,23.06,7.35,Cloudy
2090,47,3/14/2023 11:22,-0.59,1.85,34.3,3.77,Rainy
2091,23,5/22/2023 9:46,29.65,3.66,1.62,0.22,Thunderstorm
2092,22,6/16/2023 22:40,16.47,3.28,0.22,7.39,Cloudy
2093,8,8/28/2023 11:09,14.72,4.62,15.31,2.2,Rainy
2094,32,5/7/2023 12:38,37.85,0.14,27.11,1.08,Cloudy
2095,4,2/13/2023 20:32,-6.95,4.41,16.41,9.22,Cloudy
2096,49,11/1/2023 5:35,29.37,3.88,43.35,6.54,Rainy
2097,32,4/7/2023 23:39,0.22,3.21,9.95,7.7,Thunderstorm
2098,2,9/3/2023 19:35,8.01,2.38,10.04,1.85,Thunderstorm
2099,15,5/4/2023 6:21,30.99,4.1,45.58,1.74,Rainy
2100,19,5/8/2023 22:44,10.75,4.53,39.64,4.27,Thunderstorm
2101,34,3/14/2023 5:04,39.82,4.46,23.96,3.39,Thunderstorm
2102,8,2/22/2023 6:23,32.05,3.38,42.18,8.13,Clear
2103,37,12/3/2023 12:33,6.01,0.83,29.72,2.49,Snowy
2104,9,2/24/2023 2:05,-7.38,0.03,7.83,6.82,Cloudy
2105,34,2/18/2023 10:22,19.85,0.73,3.42,1.18,Cloudy
2106,6,10/18/2023 12:34,20.22,1.02,5.31,0.75,Rainy
2107,23,4/15/2023 2:50,-0.57,0.4,42.58,4.69,Snowy
2108,9,4/19/2023 22:49,32.56,2.18,11.35,4.04,Snowy
2109,36,8/23/2023 21:58,9.31,2.22,33.91,9.61,Thunderstorm
2110,22,6/12/2023 8:52,18.13,3.3,27.61,6.59,Snowy
2111,15,12/26/2023 3:08,-3.81,0.53,46.58,2.91,Rainy
2112,2,2/19/2023 18:34,-5.15,4.43,10.82,9.77,Thunderstorm
2113,8,9/29/2023 7:41,-6.38,0.66,9.22,9.64,Clear
2114,23,12/11/2023 6:13,20.76,1.75,12.17,4.23,Rainy
2115,17,6/6/2023 20:05,18.86,1.21,10.18,8.94,Cloudy
2116,4,9/23/2023 12:25,37.28,3.26,42.75,4.45,Clear
2117,46,1/16/2023 1:11,-4.59,1.1,27.56,6.5,Cloudy
2118,32,10/3/2023 11:39,32.25,0.25,34.22,5.95,Rainy
2119,43,4/27/2023 23:07,-2.52,0.84,6.06,3.74,Clear
2120,35,11/23/2023 5:12,15.82,2.54,14.25,1.1,Clear
2121,13,3/10/2023 8:32,-2.44,1.37,27.82,8.05,Rainy
2122,27,11/3/2023 23:20,35.69,2,49.11,3.01,Cloudy
2123,47,10/31/2023 17:24,20.57,1.41,40.54,1.92,Clear
2124,46,3/17/2023 6:04,19.29,1.9,5.04,3.46,Clear
2125,27,10/10/2023 21:44,-7.44,1.79,28.33,2.81,Snowy
2126,41,7/30/2023 19:15,13.34,0.77,15.47,1.12,Rainy
2127,1,1/16/2023 19:41,34.81,3.21,46.26,9.45,Thunderstorm
2128,33,7/15/2023 1:31,29.06,0.98,31.83,8.45,Thunderstorm
2129,22,12/3/2023 7:51,38.17,4.97,15.16,0.96,Snowy
2130,33,9/16/2023 18:52,14.53,0.84,39.8,2.89,Rainy
2131,31,9/27/2023 14:51,30.45,4.07,14.47,5.42,Cloudy
2132,5,4/16/2023 6:30,-2.52,1.55,27.01,4.07,Snowy
2133,6,8/2/2023 21:42,26.69,2.67,0.3,4.19,Clear
2134,1,3/12/2023 23:24,12.74,1.7,37.42,1.88,Rainy
2135,15,6/16/2023 22:03,20.11,1.81,39.24,0.63,Snowy
2136,32,6/22/2023 5:01,-0.33,4.51,5.71,3.9,Rainy
2137,49,10/12/2023 22:20,-3.26,4.6,7.08,5.1,Cloudy
2138,2,9/18/2023 8:14,11.97,2.1,24.86,5.39,Clear
2139,36,11/22/2023 14:55,9.64,3.76,48.06,5.54,Rainy
2140,6,7/31/2023 13:14,-2.33,3.56,14.61,1.44,Snowy
2141,34,3/19/2023 3:04,4.35,4.2,49.92,4.77,Snowy
2142,48,4/9/2023 7:52,24.15,0.83,2.58,1.03,Clear
2143,36,7/10/2023 16:17,9.98,1.94,44.66,1.52,Clear
2144,46,9/29/2023 4:40,17.58,1.33,19.5,2.79,Clear
2145,39,12/20/2023 21:14,-1.85,0.57,27.81,1.57,Clear
2146,6,5/29/2023 2:14,4.13,4.55,25.87,7.47,Snowy
2147,11,4/18/2023 19:14,29.67,0.72,29.94,6.89,Thunderstorm
2148,2,2/5/2023 6:27,36.34,1.16,26.69,9.07,Snowy
2149,20,6/21/2023 7:15,-8.36,0.09,17.6,3.78,Snowy
2150,17,11/27/2023 5:17,25.81,0.33,30.93,2.43,Rainy
2151,48,3/31/2023 16:32,9.45,3.91,25.43,8.63,Thunderstorm
2152,41,4/25/2023 13:10,25.96,1.72,45.77,6.25,Cloudy
2153,24,8/28/2023 0:25,-9.74,4.78,16.96,1.37,Clear
2154,21,5/24/2023 3:15,35.99,2.57,24.03,0.56,Thunderstorm
2155,47,6/10/2023 22:30,34.71,4.68,14.98,5.74,Rainy
2156,27,4/19/2023 19:37,27.1,3.81,17.09,0.1,Snowy
2157,3,12/3/2023 9:39,23.73,2.12,24.46,2.77,Thunderstorm
2158,50,4/7/2023 14:19,10.81,2.79,26.63,8.31,Clear
2159,21,8/23/2023 0:15,34.86,1.23,17.03,0.48,Thunderstorm
2160,14,1/5/2023 5:54,22.93,0.29,44.31,1.27,Rainy
2161,49,11/3/2023 19:31,16.74,2.53,5.4,5.18,Snowy
2162,22,10/22/2023 4:13,37.79,2.61,45.08,8.12,Cloudy
2163,7,11/17/2023 5:32,-2.1,2.02,43.26,6.8,Rainy
2164,14,10/21/2023 20:16,18.44,3.23,23.28,1.78,Rainy
2165,16,9/22/2023 12:00,-7.37,3.66,27.65,5.36,Rainy
2166,26,11/28/2023 21:32,37.71,3.41,19.04,1.66,Clear
2167,12,5/3/2023 0:52,19.08,2.99,47.82,0.51,Thunderstorm
2168,27,10/2/2023 14:06,-8.65,2.88,17.84,6.78,Cloudy
2169,20,7/12/2023 2:12,39.02,3.87,25.44,3.62,Clear
2170,10,4/14/2023 15:11,17.34,3.16,14.43,0.06,Clear
2171,38,10/15/2023 10:01,28.54,2.41,1.45,9.81,Clear
