flight_id,airline_id,route_id,flight_number,scheduled_departure_date,scheduled_departure_time,scheduled_arrival_date,scheduled_arrival_time,actual_departure_date,actual_departure_time,actual_arrival_date,actual_arrival_time,scheduled_journey_time,actual_journey_time,flight_status,delay_minutes,delay_reasons,cancellation_reason
3270,1,94,DL2840,13-Oct-23,14:48:00,13-Oct-23,23:33:00,,,,,525,0,Cancelled,0,,Operational
3271,9,289,HA792,19-Nov-23,7:41:00,19-Nov-23,15:05:00,19-Nov-23,7:41:00,19-Nov-23,15:05:00,444,444,On Time,0,,
3272,6,424,AS152,29-Jun-23,13:38:00,29-Jun-23,22:23:00,29-Jun-23,13:38:00,29-Jun-23,22:23:00,525,525,On Time,0,,
3273,7,350,NK4032,18-Feb-23,9:16:00,18-Feb-23,10:21:00,18-Feb-23,9:16:00,18-Feb-23,10:21:00,65,65,On Time,0,,
3274,9,280,HA8390,26-Apr-23,5:47:00,26-Apr-23,9:51:00,26-Apr-23,5:47:00,26-Apr-23,9:51:00,244,244,On Time,0,,
3275,6,410,AS4449,10-Jun-23,12:59:00,10-Jun-23,22:48:00,10-Jun-23,12:59:00,10-Jun-23,22:48:00,589,589,On Time,0,,
3276,15,338,UL9253,7-Jan-23,20:37:00,8-Jan-23,4:44:00,7-Jan-23,20:37:00,8-Jan-23,4:44:00,487,487,On Time,0,,
3277,12,106,EF3095,9-Oct-23,12:56:00,9-Oct-23,15:23:00,9-Oct-23,12:56:00,9-Oct-23,15:23:00,147,147,On Time,0,,
3278,7,290,NK2262,3-Oct-23,20:22:00,4-Oct-23,1:32:00,3-Oct-23,20:22:00,4-Oct-23,1:32:00,310,310,On Time,0,,
3279,14,80,TZ6311,22-Feb-23,23:13:00,23-Feb-23,4:38:00,22-Feb-23,23:53:00,23-Feb-23,5:18:00,325,365,Delayed,40,"Security, Technical",
3280,8,48,F9447,6-Aug-23,9:54:00,6-Aug-23,12:17:00,6-Aug-23,9:54:00,6-Aug-23,12:17:00,143,143,On Time,0,,
3281,1,264,DL8337,22-Sep-23,12:08:00,22-Sep-23,13:57:00,22-Sep-23,12:08:00,22-Sep-23,13:57:00,109,109,On Time,0,,
3282,12,178,EF9049,24-Jan-23,16:09:00,24-Jan-23,23:30:00,24-Jan-23,16:09:00,24-Jan-23,23:30:00,441,441,On Time,0,,
3283,15,421,UL5616,11-Dec-23,15:38:00,11-Dec-23,19:26:00,11-Dec-23,15:38:00,11-Dec-23,19:26:00,228,228,On Time,0,,
3284,9,205,HA9220,4-Oct-23,7:19:00,4-Oct-23,13:00:00,4-Oct-23,7:19:00,4-Oct-23,13:00:00,341,341,On Time,0,,
3285,6,173,AS5033,24-Jan-23,19:01:00,25-Jan-23,0:45:00,24-Jan-23,19:01:00,25-Jan-23,0:45:00,344,344,On Time,0,,
3286,8,401,F95732,22-Aug-23,5:44:00,22-Aug-23,14:45:00,22-Aug-23,6:18:00,22-Aug-23,15:19:00,541,575,Delayed,34,"Security, Air Traffic Control, Air Traffic Control",
3287,5,409,B68778,20-May-23,21:39:00,21-May-23,4:31:00,,,,,412,0,Cancelled,0,,Operational
3288,1,410,DL731,4-Jun-23,9:49:00,4-Jun-23,18:37:00,4-Jun-23,9:49:00,4-Jun-23,18:37:00,528,528,On Time,0,,
3289,7,454,NK5629,1-Nov-23,12:26:00,1-Nov-23,15:58:00,1-Nov-23,12:26:00,1-Nov-23,15:58:00,212,212,On Time,0,,
3290,9,16,HA3041,17-Jul-23,19:34:00,17-Jul-23,21:31:00,17-Jul-23,19:34:00,17-Jul-23,21:31:00,117,117,On Time,0,,
3291,5,268,B64686,20-Jan-23,4:41:00,20-Jan-23,9:44:00,20-Jan-23,4:41:00,20-Jan-23,9:44:00,303,303,On Time,0,,
3292,5,224,B66607,10-May-23,10:54:00,10-May-23,19:35:00,10-May-23,10:54:00,10-May-23,19:35:00,521,521,On Time,0,,
3293,9,335,HA6723,12-Jul-23,22:40:00,12-Jul-23,23:27:00,12-Jul-23,22:40:00,12-Jul-23,23:27:00,47,47,On Time,0,,
3294,4,73,WN7948,1-Jul-23,7:11:00,1-Jul-23,12:55:00,1-Jul-23,7:11:00,1-Jul-23,12:55:00,344,344,On Time,0,,
3295,9,486,HA9666,28-Jul-23,6:40:00,28-Jul-23,16:24:00,28-Jul-23,6:40:00,28-Jul-23,16:24:00,584,584,On Time,0,,
3296,5,37,B61568,23-Jun-23,5:10:00,23-Jun-23,12:06:00,23-Jun-23,5:10:00,23-Jun-23,12:06:00,416,416,On Time,0,,
3297,9,67,HA8786,19-Oct-23,3:23:00,19-Oct-23,9:29:00,19-Oct-23,3:23:00,19-Oct-23,9:29:00,366,366,On Time,0,,
3298,5,190,B64499,16-Jul-23,13:51:00,16-Jul-23,16:15:00,16-Jul-23,13:51:00,16-Jul-23,16:15:00,144,144,On Time,0,,
3299,6,441,AS4723,28-May-23,12:00:00,28-May-23,17:47:00,28-May-23,12:00:00,28-May-23,17:47:00,347,347,On Time,0,,
3300,8,302,F9546,29-Jan-23,8:11:00,29-Jan-23,11:38:00,29-Jan-23,8:11:00,29-Jan-23,11:38:00,207,207,On Time,0,,
3301,9,200,HA4018,30-Oct-23,8:16:00,30-Oct-23,18:15:00,30-Oct-23,8:16:00,30-Oct-23,18:15:00,599,599,On Time,0,,
3302,15,303,UL4161,11-Jun-23,23:43:00,12-Jun-23,6:35:00,11-Jun-23,23:43:00,12-Jun-23,6:35:00,412,412,On Time,0,,
3303,2,114,AA3945,27-Jan-23,11:43:00,27-Jan-23,18:23:00,27-Jan-23,11:43:00,27-Jan-23,18:23:00,400,400,On Time,0,,
3304,11,406,PY9307,23-Nov-23,17:11:00,23-Nov-23,18:08:00,,,,,57,0,Diverted,287,,
3305,12,114,EF5329,22-May-23,3:14:00,22-May-23,4:47:00,22-May-23,6:16:00,22-May-23,7:49:00,93,275,Delayed,182,"Technical, Air Traffic Control, Security",
3306,14,386,TZ413,12-Dec-23,8:41:00,12-Dec-23,17:00:00,12-Dec-23,8:41:00,12-Dec-23,17:00:00,499,499,On Time,0,,
3307,10,442,G44723,3-Apr-23,15:42:00,3-Apr-23,21:38:00,3-Apr-23,15:42:00,3-Apr-23,21:38:00,356,356,On Time,0,,
3308,8,447,F94561,16-Aug-23,9:27:00,16-Aug-23,13:37:00,16-Aug-23,9:27:00,16-Aug-23,13:37:00,250,250,On Time,0,,
3309,7,400,NK1425,6-Sep-23,2:43:00,6-Sep-23,8:18:00,6-Sep-23,2:43:00,6-Sep-23,8:18:00,335,335,On Time,0,,
3310,5,58,B65816,22-Feb-23,3:58:00,22-Feb-23,8:54:00,22-Feb-23,3:58:00,22-Feb-23,8:54:00,296,296,On Time,0,,
3311,9,276,HA9511,30-Mar-23,14:39:00,30-Mar-23,17:31:00,30-Mar-23,17:48:00,30-Mar-23,20:40:00,172,361,Delayed,189,"Technical, Airline Operations",
3312,4,127,WN3556,4-Nov-23,13:45:00,4-Nov-23,20:52:00,4-Nov-23,13:45:00,4-Nov-23,20:52:00,427,427,On Time,0,,
3313,1,198,DL7823,27-Oct-23,20:44:00,28-Oct-23,5:19:00,27-Oct-23,20:44:00,28-Oct-23,5:19:00,515,515,On Time,0,,
3314,12,180,EF5510,25-Jan-23,9:24:00,25-Jan-23,15:13:00,25-Jan-23,9:24:00,25-Jan-23,15:13:00,349,349,On Time,0,,
3315,3,173,UA384,6-Dec-23,7:02:00,6-Dec-23,9:55:00,6-Dec-23,9:11:00,6-Dec-23,12:04:00,173,302,Delayed,129,"Air Traffic Control, Airline Operations, Security",
3316,15,107,UL3229,6-Jan-23,17:12:00,6-Jan-23,18:44:00,6-Jan-23,17:12:00,6-Jan-23,18:44:00,92,92,On Time,0,,
3317,2,483,AA6615,8-Nov-23,4:57:00,8-Nov-23,7:21:00,8-Nov-23,4:57:00,8-Nov-23,7:21:00,144,144,On Time,0,,
3318,9,475,HA2480,21-Feb-23,23:03:00,22-Feb-23,5:10:00,21-Feb-23,23:03:00,22-Feb-23,5:10:00,367,367,On Time,0,,
3319,2,76,AA9419,19-Jun-23,15:01:00,19-Jun-23,19:40:00,19-Jun-23,15:01:00,19-Jun-23,19:40:00,279,279,On Time,0,,
3320,7,194,NK5838,2-Oct-23,12:33:00,2-Oct-23,16:06:00,2-Oct-23,12:33:00,2-Oct-23,16:06:00,213,213,On Time,0,,
3321,4,438,WN8093,28-Feb-23,11:08:00,28-Feb-23,16:12:00,28-Feb-23,11:08:00,28-Feb-23,16:12:00,304,304,On Time,0,,
3322,9,109,HA7781,20-Aug-23,0:51:00,20-Aug-23,4:38:00,20-Aug-23,0:51:00,20-Aug-23,4:38:00,227,227,On Time,0,,
3323,6,203,AS4774,7-Aug-23,3:04:00,7-Aug-23,10:04:00,7-Aug-23,3:04:00,7-Aug-23,10:04:00,420,420,On Time,0,,
3324,10,369,G41065,1-Apr-23,3:45:00,1-Apr-23,11:32:00,1-Apr-23,3:45:00,1-Apr-23,11:32:00,467,467,On Time,0,,
3325,14,192,TZ5220,19-Jul-23,5:12:00,19-Jul-23,11:55:00,19-Jul-23,5:12:00,19-Jul-23,11:55:00,403,403,On Time,0,,
3326,4,321,WN9225,3-Jul-23,14:53:00,3-Jul-23,23:19:00,3-Jul-23,17:33:00,4-Jul-23,1:59:00,506,666,Delayed,160,"Weather, Air Traffic Control, Weather, Technical",
3327,1,84,DL6945,11-Sep-23,10:36:00,11-Sep-23,17:53:00,11-Sep-23,10:36:00,11-Sep-23,17:53:00,437,437,On Time,0,,
3328,3,194,UA8626,9-Nov-23,0:47:00,9-Nov-23,8:55:00,9-Nov-23,0:47:00,9-Nov-23,8:55:00,488,488,On Time,0,,
3329,9,146,HA2044,1-Mar-23,19:54:00,2-Mar-23,1:23:00,1-Mar-23,19:54:00,2-Mar-23,1:23:00,329,329,On Time,0,,
3330,1,397,DL2837,4-Jul-23,5:06:00,4-Jul-23,13:49:00,4-Jul-23,5:06:00,4-Jul-23,13:49:00,523,523,On Time,0,,
3331,15,200,UL2471,27-Oct-23,3:24:00,27-Oct-23,8:17:00,27-Oct-23,6:21:00,27-Oct-23,11:14:00,293,470,Delayed,177,"Technical, Technical",
3332,3,372,UA1043,19-Jan-23,18:28:00,19-Jan-23,21:21:00,19-Jan-23,18:28:00,19-Jan-23,21:21:00,173,173,On Time,0,,
3333,1,53,DL3774,23-Mar-23,16:24:00,23-Mar-23,19:13:00,23-Mar-23,16:24:00,23-Mar-23,19:13:00,169,169,On Time,0,,
3334,15,160,UL6952,22-Jun-23,17:14:00,23-Jun-23,0:05:00,22-Jun-23,17:14:00,23-Jun-23,0:05:00,411,411,On Time,0,,
3335,12,4,EF7374,16-Oct-23,23:39:00,17-Oct-23,8:35:00,17-Oct-23,1:22:00,17-Oct-23,10:18:00,536,639,Delayed,103,"Weather, Weather",
3336,5,263,B61108,14-Nov-23,5:02:00,14-Nov-23,6:56:00,14-Nov-23,5:02:00,14-Nov-23,6:56:00,114,114,On Time,0,,
3337,12,85,EF7590,25-Jan-23,12:38:00,25-Jan-23,13:40:00,25-Jan-23,12:38:00,25-Jan-23,13:40:00,62,62,On Time,0,,
3338,12,480,EF9527,28-Aug-23,23:28:00,29-Aug-23,2:48:00,28-Aug-23,23:28:00,29-Aug-23,2:48:00,200,200,On Time,0,,
3339,9,419,HA3263,19-Jun-23,15:58:00,19-Jun-23,22:11:00,19-Jun-23,15:58:00,19-Jun-23,22:11:00,373,373,On Time,0,,
3340,14,341,TZ4889,20-Nov-23,23:19:00,21-Nov-23,0:22:00,20-Nov-23,23:19:00,21-Nov-23,0:22:00,63,63,On Time,0,,
3341,8,168,F9180,11-Aug-23,14:18:00,11-Aug-23,21:23:00,11-Aug-23,14:40:00,11-Aug-23,21:45:00,425,447,Delayed,22,"Technical, Airline Operations",
3342,15,390,UL7807,19-Aug-23,7:25:00,19-Aug-23,8:25:00,19-Aug-23,7:25:00,19-Aug-23,8:25:00,60,60,On Time,0,,
3343,5,43,B68103,14-Jul-23,21:37:00,14-Jul-23,23:12:00,15-Jul-23,0:55:00,15-Jul-23,2:30:00,95,293,Delayed,198,Technical,
3344,4,173,WN1101,16-May-23,10:58:00,16-May-23,12:57:00,16-May-23,10:58:00,16-May-23,12:57:00,119,119,On Time,0,,
3345,4,272,WN6378,2-Apr-23,1:57:00,2-Apr-23,10:33:00,2-Apr-23,1:57:00,2-Apr-23,10:33:00,516,516,On Time,0,,
3346,9,179,HA6017,5-Jul-23,15:24:00,5-Jul-23,16:27:00,5-Jul-23,15:24:00,5-Jul-23,16:27:00,63,63,On Time,0,,
3347,15,200,UL2593,18-Mar-23,7:09:00,18-Mar-23,11:31:00,18-Mar-23,7:09:00,18-Mar-23,11:31:00,262,262,On Time,0,,
3348,9,247,HA7471,12-Aug-23,14:44:00,12-Aug-23,22:04:00,,,,,440,0,Diverted,49,,
3349,13,208,OI2725,8-Dec-23,0:09:00,8-Dec-23,6:37:00,8-Dec-23,0:09:00,8-Dec-23,6:37:00,388,388,On Time,0,,
3350,12,110,EF995,13-Aug-23,9:42:00,13-Aug-23,13:18:00,13-Aug-23,9:42:00,13-Aug-23,13:18:00,216,216,On Time,0,,
3351,12,456,EF638,27-Dec-23,7:43:00,27-Dec-23,15:21:00,27-Dec-23,7:43:00,27-Dec-23,15:21:00,458,458,On Time,0,,
3352,15,487,UL3224,25-Jun-23,6:54:00,25-Jun-23,14:37:00,25-Jun-23,6:54:00,25-Jun-23,14:37:00,463,463,On Time,0,,
3353,14,39,TZ6437,9-Jan-23,19:53:00,9-Jan-23,23:46:00,,,,,233,0,Cancelled,0,,Technical
3354,14,9,TZ5965,19-Jun-23,22:16:00,20-Jun-23,2:07:00,19-Jun-23,22:16:00,20-Jun-23,2:07:00,231,231,On Time,0,,
3355,3,36,UA8831,14-May-23,4:05:00,14-May-23,9:27:00,14-May-23,4:45:00,14-May-23,10:07:00,322,362,Delayed,40,Air Traffic Control,
3356,3,385,UA8599,8-Jan-23,20:58:00,9-Jan-23,0:57:00,8-Jan-23,20:58:00,9-Jan-23,0:57:00,239,239,On Time,0,,
3357,4,182,WN9815,13-Sep-23,14:33:00,13-Sep-23,19:18:00,13-Sep-23,14:33:00,13-Sep-23,19:18:00,285,285,On Time,0,,
3358,8,286,F95416,30-Dec-23,9:06:00,30-Dec-23,11:33:00,30-Dec-23,9:06:00,30-Dec-23,11:33:00,147,147,On Time,0,,
3359,8,89,F92662,3-Apr-23,6:07:00,3-Apr-23,9:11:00,3-Apr-23,6:07:00,3-Apr-23,9:11:00,184,184,On Time,0,,
3360,7,286,NK435,9-Jul-23,11:10:00,9-Jul-23,12:05:00,9-Jul-23,11:10:00,9-Jul-23,12:05:00,55,55,On Time,0,,
3361,5,201,B66199,13-Mar-23,19:50:00,13-Mar-23,23:13:00,13-Mar-23,19:50:00,13-Mar-23,23:13:00,203,203,On Time,0,,
3362,1,372,DL8492,30-Nov-23,18:43:00,30-Nov-23,22:16:00,30-Nov-23,18:43:00,30-Nov-23,22:16:00,213,213,On Time,0,,
3363,10,156,G4983,30-Jul-23,11:34:00,30-Jul-23,19:17:00,30-Jul-23,14:58:00,30-Jul-23,22:41:00,463,667,Delayed,204,Security,
3364,1,454,DL9843,9-Jul-23,8:45:00,9-Jul-23,9:42:00,9-Jul-23,8:45:00,9-Jul-23,9:42:00,57,57,On Time,0,,
3365,11,286,PY3459,30-Aug-23,11:09:00,30-Aug-23,19:16:00,30-Aug-23,11:09:00,30-Aug-23,19:16:00,487,487,On Time,0,,
3366,10,277,G49326,21-May-23,12:23:00,21-May-23,20:55:00,21-May-23,12:23:00,21-May-23,20:55:00,512,512,On Time,0,,
3367,4,150,WN9959,23-Jul-23,0:42:00,23-Jul-23,5:48:00,23-Jul-23,0:42:00,23-Jul-23,5:48:00,306,306,On Time,0,,
3368,7,276,NK1206,24-Dec-23,22:39:00,25-Dec-23,6:14:00,24-Dec-23,23:41:00,25-Dec-23,7:16:00,455,517,Delayed,62,"Airline Operations, Security",
3369,12,205,EF651,8-May-23,18:19:00,8-May-23,20:31:00,8-May-23,18:19:00,8-May-23,20:31:00,132,132,On Time,0,,
3370,5,401,B6632,11-Jan-23,22:36:00,11-Jan-23,23:45:00,,,,,69,0,Cancelled,0,,Weather
3371,14,265,TZ2676,26-Sep-23,0:11:00,26-Sep-23,7:12:00,,,,,421,0,Diverted,237,,
3372,2,9,AA2695,13-May-23,16:22:00,13-May-23,20:56:00,13-May-23,18:51:00,13-May-23,23:25:00,274,423,Delayed,149,Weather,
3373,14,76,TZ2370,16-Jul-23,11:36:00,16-Jul-23,14:01:00,16-Jul-23,13:02:00,16-Jul-23,15:27:00,145,231,Delayed,86,Airline Operations,
3374,15,424,UL6320,28-Dec-23,22:45:00,29-Dec-23,4:37:00,28-Dec-23,22:45:00,29-Dec-23,4:37:00,352,352,On Time,0,,
3375,13,313,OI5237,28-Aug-23,7:28:00,28-Aug-23,14:11:00,28-Aug-23,7:28:00,28-Aug-23,14:11:00,403,403,On Time,0,,
3376,15,15,UL8005,14-Jun-23,2:52:00,14-Jun-23,6:29:00,14-Jun-23,2:52:00,14-Jun-23,6:29:00,217,217,On Time,0,,
3377,9,201,HA2400,17-Jul-23,2:51:00,17-Jul-23,6:42:00,17-Jul-23,2:51:00,17-Jul-23,6:42:00,231,231,On Time,0,,
3378,7,77,NK3361,1-Jan-23,22:36:00,2-Jan-23,4:29:00,1-Jan-23,22:36:00,2-Jan-23,4:29:00,353,353,On Time,0,,
3379,7,437,NK6897,21-Nov-23,17:54:00,22-Nov-23,0:15:00,21-Nov-23,17:54:00,22-Nov-23,0:15:00,381,381,On Time,0,,
3380,11,128,PY4613,26-Dec-23,5:00:00,26-Dec-23,10:39:00,26-Dec-23,5:00:00,26-Dec-23,10:39:00,339,339,On Time,0,,
3381,15,474,UL3295,17-Aug-23,9:01:00,17-Aug-23,13:20:00,17-Aug-23,9:01:00,17-Aug-23,13:20:00,259,259,On Time,0,,
3382,4,415,WN922,13-Apr-23,9:23:00,13-Apr-23,15:08:00,13-Apr-23,11:17:00,13-Apr-23,17:02:00,345,459,Delayed,114,"Weather, Air Traffic Control, Airline Operations",
3383,10,141,G41641,16-Sep-23,18:53:00,16-Sep-23,23:41:00,16-Sep-23,18:53:00,16-Sep-23,23:41:00,288,288,On Time,0,,
3384,10,370,G49293,8-Sep-23,15:41:00,9-Sep-23,0:04:00,,,,,503,0,Diverted,118,,
3385,15,92,UL1069,19-Jun-23,2:31:00,19-Jun-23,7:39:00,19-Jun-23,2:31:00,19-Jun-23,7:39:00,308,308,On Time,0,,
3386,12,173,EF4539,3-Oct-23,14:09:00,3-Oct-23,18:04:00,3-Oct-23,14:09:00,3-Oct-23,18:04:00,235,235,On Time,0,,
3387,3,258,UA3419,4-Jan-23,0:32:00,4-Jan-23,7:14:00,4-Jan-23,0:32:00,4-Jan-23,7:14:00,402,402,On Time,0,,
3388,13,79,OI7484,13-Jun-23,1:24:00,13-Jun-23,3:13:00,13-Jun-23,1:24:00,13-Jun-23,3:13:00,109,109,On Time,0,,
3389,3,106,UA885,19-Dec-23,10:04:00,19-Dec-23,17:41:00,19-Dec-23,10:04:00,19-Dec-23,17:41:00,457,457,On Time,0,,
3390,12,104,EF416,2-Sep-23,12:20:00,2-Sep-23,17:49:00,2-Sep-23,12:20:00,2-Sep-23,17:49:00,329,329,On Time,0,,
3391,9,125,HA1031,17-Feb-23,15:07:00,17-Feb-23,20:20:00,17-Feb-23,15:07:00,17-Feb-23,20:20:00,313,313,On Time,0,,
3392,2,341,AA7802,29-Jul-23,14:30:00,29-Jul-23,20:51:00,29-Jul-23,14:30:00,29-Jul-23,20:51:00,381,381,On Time,0,,
3393,8,200,F98705,16-Nov-23,18:48:00,16-Nov-23,20:50:00,16-Nov-23,18:48:00,16-Nov-23,20:50:00,122,122,On Time,0,,
3394,4,390,WN1638,20-Dec-23,11:49:00,20-Dec-23,20:21:00,20-Dec-23,15:23:00,20-Dec-23,23:55:00,512,726,Delayed,214,"Airline Operations, Security, Technical",
3395,14,60,TZ318,9-Oct-23,8:50:00,9-Oct-23,14:31:00,9-Oct-23,8:50:00,9-Oct-23,14:31:00,341,341,On Time,0,,
3396,4,336,WN334,10-Sep-23,22:04:00,11-Sep-23,7:29:00,,,,,565,0,Cancelled,0,,Operational
3397,3,45,UA1773,14-Oct-23,17:59:00,14-Oct-23,21:04:00,,,,,185,0,Cancelled,0,,Technical
3398,15,276,UL4536,18-May-23,19:31:00,19-May-23,4:31:00,,,,,540,0,Diverted,232,,
3399,7,366,NK781,7-Nov-23,0:54:00,7-Nov-23,3:56:00,7-Nov-23,0:54:00,7-Nov-23,3:56:00,182,182,On Time,0,,
3400,9,398,HA8656,19-Jan-23,8:05:00,19-Jan-23,9:20:00,19-Jan-23,8:05:00,19-Jan-23,9:20:00,75,75,On Time,0,,
3401,15,393,UL3343,3-Mar-23,16:30:00,3-Mar-23,23:22:00,3-Mar-23,16:30:00,3-Mar-23,23:22:00,412,412,On Time,0,,
3402,1,388,DL4265,15-Aug-23,5:52:00,15-Aug-23,9:57:00,15-Aug-23,5:52:00,15-Aug-23,9:57:00,245,245,On Time,0,,
3403,3,75,UA4577,19-Jan-23,15:41:00,19-Jan-23,19:35:00,19-Jan-23,17:03:00,19-Jan-23,20:57:00,234,316,Delayed,82,"Weather, Airline Operations",
3404,7,176,NK2645,8-May-23,10:23:00,8-May-23,18:59:00,8-May-23,13:13:00,8-May-23,21:49:00,516,686,Delayed,170,"Air Traffic Control, Security",
3405,5,464,B64679,26-May-23,19:18:00,26-May-23,22:51:00,26-May-23,19:18:00,26-May-23,22:51:00,213,213,On Time,0,,
3406,15,131,UL2817,13-Aug-23,5:14:00,13-Aug-23,12:51:00,13-Aug-23,5:14:00,13-Aug-23,12:51:00,457,457,On Time,0,,
3407,11,289,PY4329,2-Jun-23,6:31:00,2-Jun-23,8:03:00,2-Jun-23,6:31:00,2-Jun-23,8:03:00,92,92,On Time,0,,
3408,3,95,UA7769,17-May-23,15:50:00,17-May-23,19:27:00,17-May-23,15:50:00,17-May-23,19:27:00,217,217,On Time,0,,
3409,11,63,PY9810,10-Oct-23,1:02:00,10-Oct-23,8:22:00,10-Oct-23,1:02:00,10-Oct-23,8:22:00,440,440,On Time,0,,
3410,12,400,EF7063,24-Feb-23,22:33:00,25-Feb-23,6:21:00,24-Feb-23,22:33:00,25-Feb-23,6:21:00,468,468,On Time,0,,
3411,7,408,NK7919,11-Oct-23,14:03:00,11-Oct-23,21:25:00,11-Oct-23,14:51:00,11-Oct-23,22:13:00,442,490,Delayed,48,"Airline Operations, Air Traffic Control, Security",
3412,6,414,AS6145,21-Jul-23,18:02:00,21-Jul-23,21:14:00,21-Jul-23,18:02:00,21-Jul-23,21:14:00,192,192,On Time,0,,
3413,12,459,EF1414,5-Jul-23,10:38:00,5-Jul-23,18:19:00,5-Jul-23,10:38:00,5-Jul-23,18:19:00,461,461,On Time,0,,
3414,15,350,UL6198,15-May-23,18:17:00,15-May-23,19:08:00,,,,,51,0,Cancelled,0,,Weather
3415,9,258,HA9382,20-Jan-23,3:43:00,20-Jan-23,11:33:00,20-Jan-23,3:43:00,20-Jan-23,11:33:00,470,470,On Time,0,,
3416,10,280,G46937,28-Nov-23,3:21:00,28-Nov-23,8:21:00,28-Nov-23,3:21:00,28-Nov-23,8:21:00,300,300,On Time,0,,
3417,14,474,TZ1729,9-May-23,23:46:00,10-May-23,5:38:00,9-May-23,23:46:00,10-May-23,5:38:00,352,352,On Time,0,,
3418,8,361,F94242,26-May-23,2:56:00,26-May-23,11:52:00,,,,,536,0,Cancelled,0,,Technical
3419,1,293,DL6231,13-Feb-23,7:11:00,13-Feb-23,12:57:00,13-Feb-23,7:11:00,13-Feb-23,12:57:00,346,346,On Time,0,,
3420,2,53,AA547,24-Mar-23,4:57:00,24-Mar-23,10:37:00,24-Mar-23,4:57:00,24-Mar-23,10:37:00,340,340,On Time,0,,
3421,5,150,B69845,13-Jul-23,2:26:00,13-Jul-23,11:20:00,13-Jul-23,2:26:00,13-Jul-23,11:20:00,534,534,On Time,0,,
3422,3,374,UA157,13-Sep-23,1:00:00,13-Sep-23,2:11:00,,,,,71,0,Diverted,71,,
3423,6,465,AS1049,27-Jun-23,0:34:00,27-Jun-23,2:07:00,27-Jun-23,0:34:00,27-Jun-23,2:07:00,93,93,On Time,0,,
3424,5,196,B67131,12-Dec-23,15:42:00,12-Dec-23,16:55:00,12-Dec-23,19:29:00,12-Dec-23,20:42:00,73,300,Delayed,227,"Airline Operations, Weather, Technical",
3425,9,472,HA8855,16-Feb-23,9:25:00,16-Feb-23,11:40:00,16-Feb-23,9:25:00,16-Feb-23,11:40:00,135,135,On Time,0,,
3426,10,405,G43088,1-Sep-23,20:54:00,2-Sep-23,1:00:00,1-Sep-23,20:54:00,2-Sep-23,1:00:00,246,246,On Time,0,,
3427,3,190,UA4881,1-Jun-23,16:17:00,1-Jun-23,23:34:00,1-Jun-23,16:17:00,1-Jun-23,23:34:00,437,437,On Time,0,,
3428,13,119,OI596,19-Sep-23,18:21:00,19-Sep-23,19:19:00,19-Sep-23,19:26:00,19-Sep-23,20:24:00,58,123,Delayed,65,"Weather, Air Traffic Control, Airline Operations, Technical",
3429,13,352,OI9303,18-Aug-23,4:55:00,18-Aug-23,11:16:00,18-Aug-23,4:55:00,18-Aug-23,11:16:00,381,381,On Time,0,,
3430,8,237,F93475,18-Sep-23,22:36:00,19-Sep-23,5:00:00,18-Sep-23,22:36:00,19-Sep-23,5:00:00,384,384,On Time,0,,
3431,4,487,WN5492,4-Mar-23,18:10:00,4-Mar-23,21:04:00,4-Mar-23,21:01:00,4-Mar-23,23:55:00,174,345,Delayed,171,"Technical, Security",
3432,10,187,G46670,4-Sep-23,5:23:00,4-Sep-23,13:39:00,,,,,496,0,Cancelled,0,,Weather
3433,5,188,B67632,30-Jul-23,7:38:00,30-Jul-23,9:38:00,30-Jul-23,7:38:00,30-Jul-23,9:38:00,120,120,On Time,0,,
3434,12,110,EF7319,18-Aug-23,21:16:00,19-Aug-23,2:17:00,18-Aug-23,21:16:00,19-Aug-23,2:17:00,301,301,On Time,0,,
3435,7,242,NK4329,13-Apr-23,20:45:00,13-Apr-23,23:38:00,13-Apr-23,20:45:00,13-Apr-23,23:38:00,173,173,On Time,0,,
3436,6,52,AS4565,22-Jun-23,4:07:00,22-Jun-23,10:47:00,22-Jun-23,4:07:00,22-Jun-23,10:47:00,400,400,On Time,0,,
3437,2,166,AA7476,29-Mar-23,14:37:00,29-Mar-23,15:48:00,29-Mar-23,14:37:00,29-Mar-23,15:48:00,71,71,On Time,0,,
3438,5,265,B68923,16-Nov-23,8:59:00,16-Nov-23,12:58:00,16-Nov-23,8:59:00,16-Nov-23,12:58:00,239,239,On Time,0,,
3439,3,443,UA8311,16-Jun-23,16:21:00,17-Jun-23,2:10:00,16-Jun-23,19:13:00,17-Jun-23,5:02:00,589,761,Delayed,172,,
3440,2,365,AA5481,28-Jun-23,23:20:00,29-Jun-23,2:20:00,28-Jun-23,23:20:00,29-Jun-23,2:20:00,180,180,On Time,0,,
3441,11,337,PY1998,14-Apr-23,16:17:00,14-Apr-23,17:33:00,14-Apr-23,18:23:00,14-Apr-23,19:39:00,76,202,Delayed,126,"Air Traffic Control, Weather, Weather",
3442,15,137,UL7133,17-Mar-23,18:25:00,18-Mar-23,3:09:00,17-Mar-23,18:25:00,18-Mar-23,3:09:00,524,524,On Time,0,,
3443,3,301,UA5295,12-Sep-23,9:23:00,12-Sep-23,17:02:00,12-Sep-23,9:23:00,12-Sep-23,17:02:00,459,459,On Time,0,,
3444,4,49,WN1045,27-Jan-23,12:57:00,27-Jan-23,22:57:00,,,,,600,0,Cancelled,0,,Operational
